Unnamed: 0,Work Location,Region,Year,Number,Origin_Latitude,Origin_Longitude,Local Attendee,Conference Location,Destination_Latitude,Destination_Longitude,Travel Distance (round trip km),Travel CO2 (tonnes),Travel Cost (USD)
136,South Korea,Asia,2019,103,36.638391999999996,127.69611880000001,0,"New Orleans, Louisiana",29.9499323,-90.0701156,23256.992481613623,3.6299276823721636,2837.353082756862
137,Lebanon,Middle East,2019,0,33.875062899999996,35.843409,0,"New Orleans, Louisiana",29.9499323,-90.0701156,21852.43533542817,3.3972529791700903,2665.9971109222365
138,Sri Lanka,Asia,2019,0,7.555494199999999,80.7137847,0,"New Orleans, Louisiana",29.9499323,-90.0701156,31460.019109074958,5.058260971925168,3838.1223313071446
139,Lithuania,Europe,2019,0,55.350000300000005,23.7499997,0,"New Orleans, Louisiana",29.9499323,-90.0701156,17296.569650374757,2.6664695565037397,2421.5197510524663
140,Luxembourg,Europe,2019,1,49.8158683,6.1296751,0,"New Orleans, Louisiana",29.9499323,-90.0701156,15850.799490196947,2.442206596172419,2219.111928627573
141,Latvia,Europe,2019,1,56.8406494,24.7537645,0,"New Orleans, Louisiana",29.9499323,-90.0701156,17202.162623687145,2.6517130433048206,2408.3027673162005
142,Morocco,Africa,2019,1,31.1728205,-7.3362482,0,"New Orleans, Louisiana",29.9499323,-90.0701156,15429.218631099406,2.3775060809592308,2160.090608353917
143,Mali,Africa,2019,0,16.3700359,-2.2900238999999996,0,"New Orleans, Louisiana",29.9499323,-90.0701156,17800.784845224964,2.745548064669736,2492.109878331495
144,Mauritius,Africa,2019,0,-20.2759451,57.5703566,0,"New Orleans, Louisiana",29.9499323,-90.0701156,33195.59930419942,5.3756641051157334,4049.8631151123295
145,Malawi,Africa,2019,0,-13.2687204,33.9301963,0,"New Orleans, Louisiana",29.9499323,-90.0701156,27995.803759938528,4.440597174632257,3415.4880587125003
146,Mexico,Other Americas,2019,0,19.4326296,-99.1331785,0,"New Orleans, Louisiana",29.9499323,-90.0701156,2967.7486783977706,0.5577906925033648,759.7436616698293
147,Malaysia,Asia,2019,0,4.5693754,102.2656823,0,"New Orleans, Louisiana",29.9499323,-90.0701156,31915.932086370805,5.1411243185032305,3893.7437145372382
148,Nigeria,Africa,2019,1,9.6000359,7.999972099999999,0,"New Orleans, Louisiana",29.9499323,-90.0701156,20482.544117185087,3.1736699129904737,2498.8703822965804
149,Netherlands,Europe,2019,28,52.500169799999995,5.7480820999999995,0,"New Orleans, Louisiana",29.9499323,-90.0701156,15559.35940211417,2.3974455191683077,2178.310316295984
150,Norway,Europe,2019,9,64.5731537,11.52803643954819,0,"New Orleans, Louisiana",29.9499323,-90.0701156,15102.14328506617,2.327525203879472,2114.300059909264
151,New Zealand,Oceania,2019,0,-41.5000831,172.83440769999999,0,"New Orleans, Louisiana",29.9499323,-90.0701156,25411.561426343364,3.9936040822472245,3100.21049401389
152,Peru,Other Americas,2019,0,-6.8699697,-75.0458515,0,"New Orleans, Louisiana",29.9499323,-90.0701156,8794.57696540381,1.400531274565798,1231.2407751565336
153,Philippines,Asia,2019,0,12.750348599999999,122.7312101,0,"New Orleans, Louisiana",29.9499323,-90.0701156,28217.232797836827,4.479444893527278,3442.5024013360926
154,Pakistan,Middle East,2019,0,30.3308401,71.247499,0,"New Orleans, Louisiana",29.9499323,-90.0701156,26053.333129471088,4.103512050401804,3178.5066417954727
155,Poland,Europe,2019,7,52.215933,19.134422,0,"New Orleans, Louisiana",29.9499323,-90.0701156,17189.544788538708,2.6497419727172957,2406.5362703954193
156,Portugal,Europe,2019,4,40.0332629,-7.889626299999999,0,"New Orleans, Louisiana",29.9499323,-90.0701156,14612.770824727895,2.2530955212033588,2045.7879154619054
157,Qatar,Middle East,2019,1,25.3336984,51.2295295,0,"New Orleans, Louisiana",29.9499323,-90.0701156,25224.748684692204,3.9617474651874938,3077.4193395324487
158,Romania,Europe,2019,0,45.98521289999999,24.6859225,0,"New Orleans, Louisiana",29.9499323,-90.0701156,18650.107779677015,2.879764452326521,2611.0150891547823
159,Russia,Europe,2019,18,64.6863136,97.7453061,0,"New Orleans, Louisiana",29.9499323,-90.0701156,18940.060857235745,2.9258760913036834,2651.6085200130046
160,Rwanda,Africa,2019,1,-1.9646631,30.064435800000002,0,"New Orleans, Louisiana",29.9499323,-90.0701156,25989.084300393697,4.092476286257653,3170.6682846480307
161,Saudi Arabia,Middle East,2019,2,25.624261800000003,42.352832799999995,0,"New Orleans, Louisiana",29.9499323,-90.0701156,24046.32335531972,3.762211747982573,2933.651449349006
162,Sudan,Africa,2019,0,14.584444400000002,29.4917691,0,"New Orleans, Louisiana",29.9499323,-90.0701156,23737.45121042918,3.710317061247831,2895.96904767236
163,Sweden,Europe,2019,6,59.67497120000001,14.5208584,0,"New Orleans, Louisiana",29.9499323,-90.0701156,15854.907541076549,2.4428386045348693,2219.6870557507173
164,Singapore,Asia,2019,8,1.340863,103.8303918221208,0,"New Orleans, Louisiana",29.9499323,-90.0701156,32472.081230550128,5.242701806521795,3961.5939101271156
165,Slovenia,Europe,2019,0,45.813311299999995,14.4808369,0,"New Orleans, Louisiana",29.9499323,-90.0701156,17367.900872424976,2.6776295688191327,2431.5061221394967
166,Senegal,Africa,2019,0,14.475060699999998,-14.452961199999999,0,"New Orleans, Louisiana",29.9499323,-90.0701156,15686.884458186674,2.41701314582803,2196.1638241461346
167,Somalia,Africa,2019,0,8.3676771,49.083416,0,"New Orleans, Louisiana",29.9499323,-90.0701156,27833.67601600381,4.412208125131596,3395.708473952465
168,Swaziland,Africa,2019,0,-26.562480600000004,31.399131699999998,0,"New Orleans, Louisiana",29.9499323,-90.0701156,28663.951412045168,4.558080628463833,3497.0020722695103
169,Thailand,Asia,2019,0,14.8971921,100.83273,0,"New Orleans, Louisiana",29.9499323,-90.0701156,29786.438492978406,4.757223741599149,3633.9454961433653
170,Tunisia,Africa,2019,0,33.8439408,9.400138,0,"New Orleans, Louisiana",29.9499323,-90.0701156,17972.27281620504,2.7725454560765312,2516.118194268706
171,Turkey,Middle East,2019,1,38.959759399999996,34.9249653,0,"New Orleans, Louisiana",29.9499323,-90.0701156,20939.577285233067,3.247895715579553,2554.628428798434
172,Taiwan,Asia,2019,11,23.59829785,120.8353631381752,0,"New Orleans, Louisiana",29.9499323,-90.0701156,26414.95395815462,4.165761912553629,3222.6243828948636
173,Tanzania,Africa,2019,0,-6.5247123,35.7878438,0,"New Orleans, Louisiana",29.9499323,-90.0701156,27604.12374402188,4.372092065710571,3367.703096770669
174,Ukraine,Europe,2019,4,49.4871968,31.2718321,0,"New Orleans, Louisiana",29.9499323,-90.0701156,18907.95042235924,2.92076222899508,2647.113059130294
175,Uganda,Africa,2019,3,1.5333553999999998,32.2166578,0,"New Orleans, Louisiana",29.9499323,-90.0701156,25952.689992252115,4.086228209169078,3166.228179054758
176,USA,USA,2019,1493,39.7837304,-100.4458825,0,"New Orleans, Louisiana",29.9499323,-90.0701156,2888.2858625288704,0.5451404222098015,739.4011808073908
177,Uruguay,Other Americas,2019,1,-32.8755548,-56.0201525,0,"New Orleans, Louisiana",29.9499323,-90.0701156,15703.761319421767,2.419604902919498,2198.5265847190476
178,Venezuela,Other Americas,2019,0,8.0018709,-66.1109318,0,"New Orleans, Louisiana",29.9499323,-90.0701156,6982.061912229618,1.147122874413994,1117.1299059567389
179,Vietnam,Asia,2019,1,13.2904027,108.42651129999999,0,"New Orleans, Louisiana",29.9499323,-90.0701156,29628.993220198397,4.729157116630817,3614.7371728642042
180,South Africa,Africa,2019,1,-28.816623600000003,24.991639000000003,0,"New Orleans, Louisiana",29.9499323,-90.0701156,27622.926745974582,4.37537454598023,3369.997063008899
181,Zimbabwe,Africa,2019,0,-18.4554963,29.746841399999997,0,"New Orleans, Louisiana",29.9499323,-90.0701156,27692.399314271373,4.387507924688086,3378.4727163411076
182,United Arab Emirates,Middle East,2020,4,24.0002488,53.999482900000004,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,4646.297738084867,0.8250112669803731,743.4076380935787
183,Albania,Europe,2020,1,41.000028,19.9999619,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8016.328826424433,1.2910148615399704,1122.2860356994206
184,Argentina,Other Americas,2020,8,-34.9964963,-64.9672817,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,23655.625018636685,3.696597327099137,2885.9862522736757
185,Austria,Europe,2020,29,47.2000338,13.199959,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9767.672346506317,1.538968604628822,1367.4741285108844
186,Australia,Oceania,2020,60,-24.7761086,134.755,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,22053.264670086115,3.430308748571033,2690.498289750506
187,Bosnia and Herzegovina,Europe,2020,1,44.305347600000005,17.596146700000002,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8846.524052403141,1.407879358466186,1238.5133673364398
188,Bangladesh,Asia,2020,2,24.4768783,90.2932426,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11427.66306609433,1.7789784619983107,1599.8728292532064
189,Belgium,Europe,2020,15,50.6402809,4.666714499999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11169.228730435116,1.7412935561807306,1563.6920222609162
190,Burkina Faso,Africa,2020,2,12.075308300000001,-1.6880313999999998,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8862.267043123413,1.4101071945454968,1240.717386037278
191,Bulgaria,Europe,2020,5,42.6073975,25.4856617,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,7907.728346781319,1.2758172813418749,1265.236535485011
192,Burundi,Africa,2020,0,-3.3634357,29.8870575,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,3382.768842246771,0.623860805833234,865.9888236151734
193,Brazil,Other Americas,2020,18,-10.333333300000001,-53.2,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,20797.28802897174,3.224747352491745,2537.2691395345523
194,Canada,Other Americas,2020,367,61.0666922,-107.9917071,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,23400.034220964782,3.653818607237411,2854.8041749577033
195,Switzerland,Europe,2020,121,46.7985624,8.231973599999998,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10196.299761018512,1.6004766569389053,1427.4819665425919
196,Chile,Other Americas,2020,8,-31.7613365,-71.3187697,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,24854.842180380074,3.8988498764199573,3032.290746006369
197,Cameroon,Africa,2020,1,4.6125522000000005,13.153581099999998,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,5736.570923532863,0.9763463749607748,917.8513477652581
198,China,Asia,2020,191,35.000074,104.999927,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,14550.782406350023,2.2436976887615905,2037.1095368890035
199,Colombia,Other Americas,2020,6,2.8894433999999998,-73.78389200000001,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,24848.611138344746,3.8977924373324306,3031.530558878059
200,Czech Republic,Europe,2020,36,49.816700299999994,15.4749544,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10045.175885759805,1.5787534211871237,1406.324624006373
201,Germany,Europe,2020,248,51.0834196,10.4234469,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10695.029220913377,1.672451888258879,1497.304090927873
202,Denmark,Europe,2020,19,55.670249,10.333328300000002,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11507.47578681664,1.7906405442487747,1611.0466101543298
203,Estonia,Europe,2020,0,58.75237779999999,25.3319078,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11294.164533532668,1.7594970038084232,1581.1830346945737
204,Egypt,Africa,2020,6,26.254049300000002,29.2675469,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,4325.847875597025,0.7739964957105706,692.135660095524
205,Spain,Europe,2020,23,39.3262345,-4.838064900000001,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10956.543793590721,1.710368120948648,1533.916131102701
206,Ethiopia,Europe,2020,13,10.211670199999999,38.6521203,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,268.1330556560006,0.1970372700707599,68.64206224793615
207,Finland,Europe,2020,14,63.2467777,25.9209164,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,12235.287581580647,1.8975049523963265,1712.9402614212909
208,France,Europe,2020,179,46.603353999999996,1.8883334999999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10887.404550517556,1.700332104488443,1524.236637072458
209,United Kingdom,Europe,2020,470,54.702354500000006,-3.2765752999999997,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,12568.92486655762,1.946804874250322,1759.6494813180668
210,Ghana,Africa,2020,14,8.0300284,-1.0800271000000001,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8761.051896347355,1.3957915697417551,1226.5472654886298
211,Greece,Europe,2020,7,38.995368299999996,21.987713199999998,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,7458.959532275262,1.213236855543869,1193.433525164042
212,Guatemala,Other Americas,2020,2,15.635608800000002,-89.8988087,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,27465.313772121717,4.347878990051351,3350.7682801988494
213,Croatia,Europe,2020,0,45.5643442,17.0118954,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9130.265473628086,1.4480994310782564,1278.237166307932
214,Hungary,Europe,2020,7,47.1817585,19.5060937,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9235.685602786401,1.4630787822678357,1292.9959843900963
215,Indonesia,Asia,2020,2,-2.4833826,117.89028529999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,17717.931775829606,2.732523055001884,2480.510448616145
216,Ireland,Europe,2020,21,52.865196,-7.9794599,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,12845.270479308976,1.9877876228914158,1798.3378671032567
217,Israel,Middle East,2020,58,31.531311300000002,34.8667654,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,5072.621829620128,0.8864255581883779,811.6194927392205
218,India,Asia,2020,131,22.3511148,78.6677428,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9009.552066884247,1.4309710814181593,1261.3372893637948
219,Iraq,Middle East,2020,1,33.0955793,44.174977500000004,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,5470.318812788754,0.9401936699732629,875.2510100462007
220,Iran,Middle East,2020,5,32.6475314,54.56435160000001,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,6179.916987500424,1.0368227656046103,988.7867180000678
221,Iceland,Europe,2020,2,64.9841821,-18.1059013,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,15182.922154170481,2.339851613752645,2125.6091015838674
222,Italy,Europe,2020,23,42.6384261,12.674297,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9041.44380959404,1.435493790473022,1265.8021333431657
223,Japan,Asia,2020,129,36.5748441,139.2394179,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,20664.224214737664,3.203132117695199,2521.035354197995
224,Kenya,Africa,2020,22,1.4419683,38.431397499999996,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,1684.8143760296825,0.384102636801858,431.31248026359873
225,Cambodia,Asia,2020,1,13.5066394,104.869423,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,14414.397775185329,2.22304476411007,2018.0156885259462
226,North Korea,Asia,2020,2,40.37366110000001,127.08704170000001,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,18438.251596928938,2.8461663469416902,2581.3552235700517
227,South Korea,Asia,2020,283,36.638391999999996,127.69611880000001,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,18633.758176227173,2.8771687650158184,2608.7261446718044
228,Lebanon,Middle East,2020,1,33.875062899999996,35.843409,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,5561.698041002116,0.9525874019457813,889.8716865603386
229,Sri Lanka,Asia,2020,1,7.555494199999999,80.7137847,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9233.393884735982,1.4627529393404446,1292.6751438630376
230,Lithuania,Europe,2020,2,55.350000300000005,23.7499997,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10638.775302031572,1.6643115483724107,1489.4285422844202
231,Luxembourg,Europe,2020,1,49.8158683,6.1296751,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10892.281692993365,1.701039777671744,1524.9194370190712
232,Latvia,Europe,2020,0,56.8406494,24.7537645,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10910.423953328986,1.703672586929696,1527.459353466058
233,Morocco,Africa,2020,10,31.1728205,-7.3362482,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10710.248713920759,1.6746552150347986,1499.4348199489064
234,Mali,Africa,2020,1,16.3700359,-2.2900238999999996,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9038.977132597898,1.4351439161450532,1265.456798563706
235,Mauritius,Africa,2020,1,-20.2759451,57.5703566,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,7704.310345621284,1.2474068386038613,1232.6896552994056
236,Malawi,Africa,2020,1,-13.2687204,33.9301963,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,5068.290572783202,0.8858415122682121,810.9264916453124
237,Mexico,Other Americas,2020,6,19.4326296,-99.1331785,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,28846.271625707705,4.590275453541732,3519.24513833634
238,Malaysia,Asia,2020,2,4.5693754,102.2656823,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,14043.318358496514,2.1670175930677273,1966.064570189512
239,Nigeria,Africa,2020,28,9.6000359,7.999972099999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,6750.040481006381,1.115101869401607,1080.006476961021
240,Netherlands,Europe,2020,106,52.500169799999995,5.7480820999999995,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11356.523607605439,1.7685931626305789,1589.9133050647615
241,Norway,Europe,2020,4,64.5731537,11.52803643954819,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,13069.45825394417,2.0211341101085694,1829.7241555521841
242,New Zealand,Oceania,2020,6,-41.5000831,172.83440769999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,28508.759835489473,4.530722439315904,3478.0686999297154
243,Peru,Other Americas,2020,4,-6.8699697,-75.0458515,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,25461.65570891058,4.002156967373104,3106.321996487091
244,Philippines,Asia,2020,4,12.750348599999999,122.7312101,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,18279.878556723714,2.821101756760574,2559.18299794132
245,Pakistan,Middle East,2020,2,30.3308401,71.247499,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8238.29551017865,1.3221415930568594,1153.3613714250112
246,Poland,Europe,2020,24,52.215933,19.134422,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,10246.036180889787,1.6076347997533962,1434.4450653245704
247,Portugal,Europe,2020,4,40.0332629,-7.889626299999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11496.486533366126,1.789034149101396,1609.5081146712578
248,Qatar,Middle East,2020,1,25.3336984,51.2295295,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,4486.860016036626,0.7996292029691021,717.8976025658602
249,Romania,Europe,2020,5,45.98521289999999,24.6859225,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8649.82090654566,1.3800801505209128,1210.9749269163924
250,Russia,Europe,2020,39,64.6863136,97.7453061,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,15333.813296846974,2.3629075722078885,2146.733861558577
251,Rwanda,Africa,2020,8,-1.9646631,30.064435800000002,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,3110.0916537906187,0.5804513180226059,796.1834633703984
252,Saudi Arabia,Middle East,2020,11,25.624261800000003,42.352832799999995,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,3771.8368134190277,0.6857993986716437,965.5902242352711
253,Sudan,Africa,2020,2,14.584444400000002,29.4917691,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,2367.3445068995106,0.47422717462135205,606.0401937662747
254,Sweden,Europe,2020,19,59.67497120000001,14.5208584,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11975.778090145375,1.8592941589498664,1676.6089326203528
255,Singapore,Asia,2020,63,1.340863,103.8303918221208,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,14493.927474174929,2.2350840787656745,2029.1498463844903
256,Slovenia,Europe,2020,1,45.813311299999995,14.4808369,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9403.675856719172,1.4869893156938472,1316.5146199406843
257,Senegal,Africa,2020,3,14.475060699999998,-14.452961199999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,11626.46110506546,1.8080472943887034,1627.7045547091645
258,Somalia,Africa,2020,1,8.3676771,49.083416,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,2273.6199210825157,0.4618513327397412,582.046699797124
259,Swaziland,Africa,2020,0,-26.562480600000004,31.399131699999998,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8069.2931684382,1.2984342459048217,1129.7010435813481
260,Thailand,Asia,2020,3,14.8971921,100.83273,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,13529.401070175454,2.0898249047909037,1894.1161498245638
261,Tunisia,Africa,2020,3,33.8439408,9.400138,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8153.445817097124,1.3102327377008485,1141.4824143935975
262,Turkey,Middle East,2020,4,38.959759399999996,34.9249653,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,6704.146831294138,1.1087793794199314,1072.663493007062
263,Taiwan,Asia,2020,14,23.59829785,120.8353631381752,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,17611.761768037162,2.7158501633411296,2465.6466475252028
264,Tanzania,Africa,2020,3,-6.5247123,35.7878438,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,3517.2440879838146,0.645268909582962,900.4144865238566
265,Ukraine,Europe,2020,2,49.4871968,31.2718321,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,9108.470979139549,1.4450050520272513,1275.1859370795369
266,Uganda,Africa,2020,5,1.5333553999999998,32.2166578,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,2205.1410213074455,0.4528090518008025,564.516101454706
267,USA,USA,2020,1977,39.7837304,-100.4458825,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,26313.079257426998,4.148201757407721,3210.1956694060937
268,Uruguay,Other Americas,2020,1,-32.8755548,-56.0201525,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,21987.257853155115,3.4194364278762754,2682.445458084924
269,Venezuela,Other Americas,2020,1,8.0018709,-66.1109318,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,22962.113491293316,3.5807905867569363,2801.3778459377845
270,Vietnam,Asia,2020,16,13.2904027,108.42651129999999,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,15185.385204611472,2.3402276423260346,2125.953928645606
271,South Africa,Africa,2020,32,-28.816623600000003,24.991639000000003,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,8916.450549995758,1.4177781976339483,1248.3030769994061
272,Zimbabwe,Africa,2020,1,-18.4554963,29.746841399999997,0,"Addis Ababa, Ethiopia",9.0107934,38.7612525,6420.571332498886,1.0697952269530622,1027.2914131998218
